Ημερομηνία,NO (ppb),"NO (ppb)
x","NO (ppb)
2","NO (μg/m3)
2","Οριακή
τιμή
(μg/m3)"
12/8/2024 16:00,3.340,14.900,11.560,21.733,200
12/8/2024 17:00,3.580,17.070,13.490,25.361,200
12/8/2024 18:00,3.090,15.100,12.000,22.560,200
12/8/2024 19:00,0.620,6.170,5.550,10.434,200
12/8/2024 20:00,0.300,10.130,9.820,18.462,200
12/8/2024 21:00,0.060,4.800,4.740,8.911,200
12/8/2024 22:00,1.160,16.240,15.080,28.350,200
12/8/2024 23:00,0.170,13.870,13.700,25.756,200
13/8/2024 0:00,0.220,18.940,18.720,35.194,200
13/8/2024 1:00,0.280,18.690,18.410,34.611,200
13/8/2024 2:00,0.550,17.430,16.880,31.734,200
13/8/2024 3:00,1.120,25.110,23.990,45.101,200
13/8/2024 4:00,1.350,24.930,23.580,44.330,200
13/8/2024 5:00,0.450,16.950,16.500,31.020,200
13/8/2024 6:00,8.960,41.930,32.980,62.002,200
13/8/2024 7:00,3.590,23.020,19.430,36.528,200
13/8/2024 8:00,11.330,35.740,24.410,45.891,200
13/8/2024 9:00,11.410,29.490,18.070,33.972,200
13/8/2024 10:00,9.560,24.910,15.350,28.858,200
13/8/2024 11:00,3.950,18.940,15.000,28.200,200
13/8/2024 12:00,1.320,6.180,4.860,9.137,200
13/8/2024 13:00,3.030,14.120,11.090,20.849,200
13/8/2024 14:00,5.380,17.390,12.010,22.579,200
13/8/2024 15:00,2.570,11.220,8.650,16.262,200
13/8/2024 16:00,1.280,5.820,4.540,8.535,200
13/8/2024 17:00,0.810,5.180,4.370,8.216,200
13/8/2024 18:00,0.870,4.540,3.670,6.900,200
Ημερομηνία,NO (ppb),"NO (ppb)
x","NO (ppb)
2","NO (μg/m3)
2","Οριακή
τιμή
(μg/m3)"
13/8/2024 19:00,0.330,4.290,3.960,7.445,200
13/8/2024 20:00,0.220,10.790,10.570,19.872,200
13/8/2024 21:00,0.350,13.180,12.840,24.139,200
13/8/2024 22:00,1.340,15.220,13.880,26.094,200
13/8/2024 23:00,0.170,10.800,10.630,19.984,200
14/8/2024 0:00,0.310,18.960,18.650,35.062,200
14/8/2024 1:00,1.100,31.450,30.340,57.039,200
14/8/2024 2:00,0.220,16.190,15.970,30.024,200
14/8/2024 3:00,0.360,12.550,12.200,22.936,200
14/8/2024 4:00,0.320,11.070,10.740,20.191,200
14/8/2024 5:00,0.160,8.720,8.550,16.074,200
14/8/2024 6:00,2.450,20.100,17.660,33.201,200
14/8/2024 7:00,50.720,84.510,33.790,63.525,200
14/8/2024 8:00,19.490,51.610,32.120,60.386,200
14/8/2024 9:00,10.670,37.880,27.210,51.155,200
14/8/2024 10:00,10.260,36.590,26.330,49.500,200
14/8/2024 11:00,6.890,22.650,15.760,29.629,200
14/8/2024 12:00,2.630,12.830,10.200,19.176,200
14/8/2024 13:00,1.160,7.250,6.100,11.468,200
14/8/2024 14:00,1.510,7.360,5.850,10.998,200
14/8/2024 15:00,1.740,6.180,4.440,8.347,200
14/8/2024 16:00,2.140,6.780,4.640,8.723,200
14/8/2024 17:00,0.720,3.730,3.020,5.678,200
14/8/2024 18:00,6.610,15.570,8.960,16.845,200
14/8/2024 19:00,0.320,4.280,3.960,7.445,200
14/8/2024 20:00,0.060,9.200,9.140,17.183,200
14/8/2024 21:00,0.310,5.400,5.090,9.569,200
14/8/2024 22:00,0.270,16.020,15.750,29.610,200
14/8/2024 23:00,1.140,38.950,37.810,71.083,200
15/8/2024 0:00,3.920,40.480,36.560,68.733,200
15/8/2024 1:00,0.950,27.630,26.680,50.158,200
15/8/2024 2:00,0.860,29.160,28.300,53.204,200
15/8/2024 3:00,1.170,17.370,16.190,30.437,200
15/8/2024 4:00,0.150,13.580,13.430,25.248,200
15/8/2024 5:00,-0.070,9.610,9.680,18.198,200
15/8/2024 6:00,0.230,12.710,12.480,23.462,200
15/8/2024 7:00,0.340,9.560,9.220,17.334,200
15/8/2024 8:00,2.430,19.090,16.660,31.321,200
15/8/2024 9:00,24.040,45.790,21.750,40.890,200
Ημερομηνία,NO (ppb),"NO (ppb)
x","NO (ppb)
2","NO (μg/m3)
2","Οριακή
τιμή
(μg/m3)"
15/8/2024 10:00,30.290,62.330,32.040,60.235,200
15/8/2024 11:00,6.990,21.320,14.340,26.959,200
15/8/2024 12:00,4.860,16.440,11.580,21.770,200
15/8/2024 13:00,1.920,8.480,6.570,12.352,200
15/8/2024 14:00,19.100,45.170,26.070,49.012,200
15/8/2024 15:00,32.160,65.080,32.920,61.890,200
15/8/2024 16:00,24.480,53.030,28.550,53.674,200
15/8/2024 17:00,31.590,64.160,32.570,61.232,200
15/8/2024 18:00,67.940,113.390,45.450,85.446,200
15/8/2024 19:00,54.430,94.220,39.790,74.805,200
15/8/2024 20:00,111.150,169.190,58.040,109.115,200
15/8/2024 21:00,3.850,15.180,11.330,21.300,200
15/8/2024 22:00,0.130,6.800,6.670,12.540,200
15/8/2024 23:00,0.210,4.780,4.570,8.592,200
16/8/2024 0:00,0.240,13.530,13.290,24.985,200
16/8/2024 1:00,0.170,12.870,12.700,23.876,200
16/8/2024 2:00,0.230,8.930,8.700,16.356,200
16/8/2024 3:00,0.630,14.150,13.530,25.436,200
16/8/2024 4:00,0.310,10.880,10.570,19.872,200
16/8/2024 5:00,10.390,31.000,20.610,38.747,200
16/8/2024 6:00,8.400,34.380,25.980,48.842,200
16/8/2024 7:00,2.960,25.400,22.440,42.187,200
16/8/2024 8:00,23.160,42.770,19.610,36.867,200
16/8/2024 9:00,13.060,24.460,11.400,21.432,200
16/8/2024 10:00,5.270,17.560,12.290,23.105,200
16/8/2024 11:00,5.820,18.960,13.130,24.684,200
16/8/2024 12:00,5.090,18.790,13.700,25.756,200
16/8/2024 13:00,3.410,13.450,10.040,18.875,200
16/8/2024 14:00,2.730,9.640,6.900,12.972,200
16/8/2024 15:00,3.250,9.470,6.230,11.712,200
16/8/2024 16:00,1.410,8.010,6.600,12.408,200
16/8/2024 17:00,0.300,1.980,1.670,3.140,200
16/8/2024 18:00,0.280,1.750,1.460,2.745,200
16/8/2024 19:00,0.180,1.590,1.410,2.651,200
16/8/2024 20:00,1.040,5.340,4.300,8.084,200
16/8/2024 21:00,0.020,1.220,1.200,2.256,200
16/8/2024 22:00,0.280,4.920,4.640,8.723,200
16/8/2024 23:00,0.190,5.030,4.840,9.099,200
17/8/2024 0:00,0.220,4.990,4.770,8.968,200
Ημερομηνία,NO (ppb),"NO (ppb)
x","NO (ppb)
2","NO (μg/m3)
2","Οριακή
τιμή
(μg/m3)"
17/8/2024 1:00,-0.020,5.940,5.960,11.205,200
17/8/2024 2:00,-0.020,7.310,7.330,13.780,200
17/8/2024 3:00,0.070,8.920,8.860,16.657,200
17/8/2024 4:00,0.070,12.100,12.030,22.616,200
17/8/2024 5:00,0.300,17.870,17.570,33.032,200
17/8/2024 6:00,1.030,20.480,19.450,36.566,200
17/8/2024 7:00,2.440,23.790,21.350,40.138,200
17/8/2024 8:00,2.120,11.290,9.160,17.221,200
17/8/2024 9:00,0.560,4.530,3.970,7.464,200
17/8/2024 10:00,1.280,6.220,4.950,9.306,200
17/8/2024 11:00,0.760,4.350,3.600,6.768,200
17/8/2024 12:00,1.010,3.440,2.430,4.568,200
17/8/2024 13:00,1.300,4.770,3.470,6.524,200
17/8/2024 14:00,0.850,3.030,2.180,4.098,200
17/8/2024 15:00,0.400,2.070,1.670,3.140,200
17/8/2024 16:00,0.850,3.350,2.490,4.681,200
17/8/2024 17:00,0.130,1.690,1.570,2.952,200
17/8/2024 18:00,0.280,2.470,2.190,4.117,200
17/8/2024 19:00,0.100,1.960,1.860,3.497,200
17/8/2024 20:00,0.040,1.740,1.700,3.196,200
17/8/2024 21:00,0.540,4.260,3.720,6.994,200
17/8/2024 22:00,0.280,2.090,1.810,3.403,200
17/8/2024 23:00,0.000,4.160,4.160,7.821,200
18/8/2024 0:00,0.090,6.560,6.470,12.164,200
18/8/2024 1:00,0.180,7.440,7.260,13.649,200
18/8/2024 2:00,0.110,6.890,6.770,12.728,200
18/8/2024 3:00,0.290,7.470,7.170,13.480,200
18/8/2024 4:00,0.120,6.490,6.380,11.994,200
18/8/2024 5:00,0.090,8.320,8.230,15.472,200
18/8/2024 6:00,0.350,5.710,5.360,10.077,200
18/8/2024 7:00,0.190,4.390,4.200,7.896,200
18/8/2024 8:00,0.310,4.060,3.760,7.069,200
18/8/2024 9:00,0.770,4.280,3.510,6.599,200
18/8/2024 10:00,0.180,2.910,2.730,5.132,200
18/8/2024 11:00,0.260,2.950,2.700,5.076,200
18/8/2024 12:00,0.190,2.060,1.870,3.516,200
18/8/2024 13:00,0.180,1.510,1.330,2.500,200
18/8/2024 14:00,0.200,1.310,1.110,2.087,200
18/8/2024 15:00,0.050,1.140,1.090,2.049,200
Ημερομηνία,NO (ppb),"NO (ppb)
x","NO (ppb)
2","NO (μg/m3)
2","Οριακή
τιμή
(μg/m3)"
18/8/2024 16:00,0.050,0.970,0.920,1.730,200
18/8/2024 17:00,0.070,0.820,0.750,1.410,200
18/8/2024 18:00,2.070,5.810,3.730,7.012,200
18/8/2024 19:00,0.100,1.000,0.890,1.673,200
18/8/2024 20:00,0.070,1.440,1.360,2.557,200
18/8/2024 21:00,0.400,3.010,2.600,4.888,200
18/8/2024 22:00,0.340,5.000,4.660,8.761,200
18/8/2024 23:00,0.050,5.470,5.420,10.190,200
19/8/2024 0:00,0.150,7.160,7.010,13.179,200
19/8/2024 1:00,0.050,4.330,4.280,8.046,200
19/8/2024 2:00,0.020,4.620,4.610,8.667,200
19/8/2024 3:00,-0.040,3.800,3.840,7.219,200
19/8/2024 4:00,0.040,6.110,6.070,11.412,200
19/8/2024 5:00,0.280,8.730,8.440,15.867,200
19/8/2024 6:00,1.250,21.440,20.190,37.957,200
19/8/2024 7:00,7.740,37.090,29.340,55.159,200
19/8/2024 8:00,23.030,56.720,33.690,63.337,200
19/8/2024 9:00,14.280,36.800,22.510,42.319,200
19/8/2024 10:00,11.190,29.900,18.710,35.175,200
19/8/2024 11:00,5.700,21.160,15.450,29.046,200
19/8/2024 12:00,3.780,15.290,11.500,21.620,200
19/8/2024 13:00,3.020,10.660,7.640,14.363,200
19/8/2024 14:00,3.150,11.990,8.840,16.619,200
19/8/2024 15:00,3.330,15.030,11.700,21.996,200
19/8/2024 16:00,4.590,18.050,13.460,25.305,200
19/8/2024 17:00,1.000,5.340,4.340,8.159,200
19/8/2024 18:00,0.590,4.280,3.690,6.937,200
