Ημερομηνία,"SO (ppb)
2","SO (μg/m3)
2",Οριακή τιμή (μg/m3)
13/8/2024 11:00,0.090,0.236,350
13/8/2024 12:00,0.200,0.524,350
13/8/2024 13:00,0.070,0.183,350
13/8/2024 14:00,0.110,0.288,350
13/8/2024 15:00,0.070,0.183,350
13/8/2024 16:00,0.130,0.341,350
13/8/2024 17:00,0.140,0.367,350
13/8/2024 18:00,0.090,0.236,350
13/8/2024 19:00,0.120,0.314,350
13/8/2024 20:00,0.170,0.445,350
13/8/2024 21:00,0.310,0.812,350
13/8/2024 22:00,0.190,0.498,350
13/8/2024 23:00,0.270,0.707,350
14/8/2024 0:00,0.260,0.681,350
14/8/2024 1:00,0.320,0.838,350
14/8/2024 2:00,0.340,0.891,350
14/8/2024 3:00,0.310,0.812,350
14/8/2024 4:00,0.210,0.550,350
14/8/2024 5:00,0.270,0.707,350
14/8/2024 6:00,0.260,0.681,350
14/8/2024 7:00,0.490,1.284,350
14/8/2024 8:00,0.500,1.310,350
14/8/2024 9:00,0.370,0.969,350
Ημερομηνία,"SO (ppb)
2","SO (μg/m3)
2",Οριακή τιμή (μg/m3)
14/8/2024 10:00,0.340,0.891,350
14/8/2024 11:00,0.370,0.969,350
14/8/2024 12:00,0.450,1.179,350
14/8/2024 13:00,0.420,1.100,350
14/8/2024 14:00,0.390,1.022,350
14/8/2024 15:00,0.340,0.891,350
14/8/2024 16:00,0.280,0.734,350
14/8/2024 17:00,0.230,0.603,350
14/8/2024 18:00,0.290,0.760,350
14/8/2024 19:00,0.340,0.891,350
14/8/2024 20:00,0.270,0.707,350
14/8/2024 21:00,0.120,0.314,350
14/8/2024 22:00,0.160,0.419,350
14/8/2024 23:00,0.220,0.576,350
15/8/2024 0:00,0.180,0.472,350
15/8/2024 1:00,0.150,0.393,350
15/8/2024 2:00,0.160,0.419,350
15/8/2024 3:00,0.170,0.445,350
15/8/2024 4:00,0.300,0.786,350
15/8/2024 5:00,0.350,0.917,350
15/8/2024 6:00,0.340,0.891,350
15/8/2024 7:00,0.400,1.048,350
15/8/2024 8:00,0.380,0.996,350
15/8/2024 9:00,0.610,1.598,350
15/8/2024 10:00,0.620,1.624,350
15/8/2024 11:00,0.360,0.943,350
15/8/2024 12:00,0.180,0.472,350
15/8/2024 13:00,0.120,0.314,350
15/8/2024 14:00,0.100,0.262,350
15/8/2024 15:00,0.280,0.734,350
15/8/2024 16:00,0.420,1.100,350
15/8/2024 17:00,0.350,0.917,350
15/8/2024 18:00,0.560,1.467,350
15/8/2024 19:00,0.530,1.389,350
15/8/2024 20:00,0.710,1.860,350
15/8/2024 21:00,0.030,0.079,350
15/8/2024 22:00,0.110,0.288,350
15/8/2024 23:00,0.110,0.288,350
16/8/2024 0:00,0.120,0.314,350
16/8/2024 1:00,0.550,1.441,350
16/8/2024 2:00,0.410,1.074,350
Ημερομηνία,"SO (ppb)
2","SO (μg/m3)
2",Οριακή τιμή (μg/m3)
16/8/2024 3:00,0.040,0.105,350
16/8/2024 4:00,0.130,0.341,350
16/8/2024 5:00,0.010,0.026,350
16/8/2024 6:00,0.070,0.183,350
16/8/2024 7:00,0.090,0.236,350
16/8/2024 8:00,0.000,0.000,350
16/8/2024 9:00,0.040,0.105,350
16/8/2024 10:00,0.130,0.341,350
16/8/2024 11:00,0.100,0.262,350
16/8/2024 12:00,0.150,0.393,350
16/8/2024 13:00,0.180,0.472,350
16/8/2024 14:00,0.120,0.314,350
16/8/2024 15:00,0.230,0.603,350
16/8/2024 16:00,0.130,0.341,350
16/8/2024 17:00,0.170,0.445,350
16/8/2024 18:00,0.200,0.524,350
16/8/2024 19:00,0.150,0.393,350
16/8/2024 20:00,0.000,0.000,350
16/8/2024 21:00,0.110,0.288,350
16/8/2024 22:00,0.150,0.393,350
16/8/2024 23:00,0.110,0.288,350
17/8/2024 0:00,0.100,0.262,350
17/8/2024 1:00,0.100,0.262,350
17/8/2024 2:00,0.160,0.419,350
17/8/2024 3:00,0.210,0.550,350
17/8/2024 4:00,0.160,0.419,350
17/8/2024 5:00,0.140,0.367,350
17/8/2024 6:00,0.230,0.603,350
17/8/2024 7:00,0.270,0.707,350
17/8/2024 8:00,0.220,0.576,350
17/8/2024 9:00,0.210,0.550,350
17/8/2024 10:00,0.310,0.812,350
17/8/2024 11:00,0.210,0.550,350
17/8/2024 12:00,0.140,0.367,350
17/8/2024 13:00,0.140,0.367,350
17/8/2024 14:00,0.180,0.472,350
17/8/2024 15:00,0.190,0.498,350
17/8/2024 16:00,0.110,0.288,350
17/8/2024 17:00,0.150,0.393,350
17/8/2024 18:00,0.250,0.655,350
17/8/2024 19:00,0.140,0.367,350
Ημερομηνία,"SO (ppb)
2","SO (μg/m3)
2",Οριακή τιμή (μg/m3)
17/8/2024 20:00,0.160,0.419,350
17/8/2024 21:00,0.170,0.445,350
17/8/2024 22:00,0.180,0.472,350
17/8/2024 23:00,0.080,0.210,350
18/8/2024 0:00,0.200,0.524,350
18/8/2024 1:00,0.170,0.445,350
18/8/2024 2:00,0.220,0.576,350
18/8/2024 3:00,0.260,0.681,350
18/8/2024 4:00,0.190,0.498,350
18/8/2024 5:00,0.210,0.550,350
18/8/2024 6:00,0.220,0.576,350
18/8/2024 7:00,0.220,0.576,350
18/8/2024 8:00,0.310,0.812,350
18/8/2024 9:00,0.260,0.681,350
18/8/2024 10:00,0.360,0.943,350
18/8/2024 11:00,0.230,0.603,350
18/8/2024 12:00,0.210,0.550,350
18/8/2024 13:00,0.250,0.655,350
18/8/2024 14:00,0.290,0.760,350
18/8/2024 15:00,0.230,0.603,350
18/8/2024 16:00,0.210,0.550,350
18/8/2024 17:00,0.220,0.576,350
18/8/2024 18:00,0.310,0.812,350
18/8/2024 19:00,0.240,0.629,350
18/8/2024 20:00,0.200,0.524,350
18/8/2024 21:00,0.030,0.079,350
18/8/2024 22:00,0.100,0.262,350
18/8/2024 23:00,0.060,0.157,350
19/8/2024 0:00,0.030,0.079,350
19/8/2024 1:00,0.040,0.105,350
19/8/2024 2:00,0.030,0.079,350
19/8/2024 3:00,0.100,0.262,350
19/8/2024 4:00,0.100,0.262,350
19/8/2024 5:00,0.050,0.131,350
19/8/2024 6:00,0.040,0.105,350
19/8/2024 7:00,0.160,0.419,350
19/8/2024 8:00,0.180,0.472,350
19/8/2024 9:00,0.180,0.472,350
19/8/2024 10:00,0.130,0.341,350
19/8/2024 11:00,0.140,0.367,350
19/8/2024 12:00,0.110,0.288,350
Ημερομηνία,"SO (ppb)
2","SO (μg/m3)
2",Οριακή τιμή (μg/m3)
19/8/2024 13:00,0.040,0.105,350
19/8/2024 14:00,0.090,0.236,350
19/8/2024 15:00,0.120,0.314,350
19/8/2024 16:00,0.040,0.105,350
19/8/2024 17:00,0.090,0.236,350
19/8/2024 18:00,0.030,0.079,350
19/8/2024 19:00,0.070,0.183,350
19/8/2024 20:00,0.000,0.000,350
19/8/2024 21:00,0.020,0.052,350
19/8/2024 22:00,0.070,0.183,350
19/8/2024 23:00,0.100,0.262,350
20/8/2024 0:00,0.090,0.236,350
20/8/2024 1:00,0.010,0.026,350
20/8/2024 2:00,0.070,0.183,350
20/8/2024 3:00,0.060,0.157,350
20/8/2024 4:00,0.000,0.000,350
20/8/2024 5:00,0.080,0.210,350
20/8/2024 6:00,0.060,0.157,350
20/8/2024 7:00,0.080,0.210,350
20/8/2024 8:00,0.180,0.472,350
20/8/2024 9:00,0.120,0.314,350
20/8/2024 10:00,0.040,0.105,350
20/8/2024 11:00,0.010,0.026,350
20/8/2024 12:00,0.020,0.052,350
20/8/2024 13:00,0.050,0.131,350
20/8/2024 14:00,0.010,0.026,350
20/8/2024 15:00,0.070,0.183,350
20/8/2024 16:00,0.080,0.210,350
20/8/2024 17:00,0.120,0.314,350
20/8/2024 18:00,0.150,0.393,350
20/8/2024 19:00,0.110,0.288,350
20/8/2024 20:00,0.190,0.498,350
20/8/2024 21:00,0.300,0.786,350
20/8/2024 22:00,0.270,0.707,350
20/8/2024 23:00,0.190,0.498,350
21/8/2024 0:00,0.340,0.891,350
21/8/2024 1:00,0.310,0.812,350
21/8/2024 2:00,0.250,0.655,350
21/8/2024 3:00,0.260,0.681,350
21/8/2024 4:00,0.240,0.629,350
21/8/2024 5:00,0.240,0.629,350
Ημερομηνία,"SO (ppb)
2","SO (μg/m3)
2",Οριακή τιμή (μg/m3)
21/8/2024 6:00,0.290,0.760,350
21/8/2024 7:00,0.350,0.917,350
21/8/2024 8:00,0.390,1.022,350
21/8/2024 9:00,0.450,1.179,350
21/8/2024 10:00,0.280,0.734,350
21/8/2024 11:00,0.350,0.917,350
21/8/2024 12:00,0.390,1.022,350
21/8/2024 13:00,0.440,1.153,350
21/8/2024 14:00,0.430,1.127,350
21/8/2024 15:00,0.400,1.048,350
21/8/2024 16:00,0.350,0.917,350
21/8/2024 17:00,0.390,1.022,350
21/8/2024 18:00,0.370,0.969,350
21/8/2024 19:00,0.420,1.100,350
21/8/2024 20:00,0.400,1.048,350
21/8/2024 21:00,0.380,0.996,350
21/8/2024 22:00,0.270,0.707,350
21/8/2024 23:00,0.390,1.022,350
22/8/2024 0:00,0.320,0.838,350
22/8/2024 1:00,0.350,0.917,350
22/8/2024 2:00,0.320,0.838,350
22/8/2024 3:00,0.330,0.865,350
22/8/2024 4:00,0.410,1.074,350
22/8/2024 5:00,0.420,1.100,350
22/8/2024 6:00,0.400,1.048,350
22/8/2024 7:00,0.420,1.100,350
22/8/2024 8:00,0.500,1.310,350
22/8/2024 9:00,0.460,1.205,350
22/8/2024 10:00,0.440,1.153,350
22/8/2024 11:00,0.510,1.336,350
22/8/2024 12:00,0.590,1.546,350
22/8/2024 13:00,0.600,1.572,350
22/8/2024 14:00,0.620,1.624,350
22/8/2024 15:00,0.510,1.336,350
22/8/2024 16:00,0.470,1.231,350
22/8/2024 17:00,0.480,1.258,350
22/8/2024 18:00,0.410,1.074,350
22/8/2024 19:00,0.410,1.074,350
22/8/2024 20:00,0.310,0.812,350
22/8/2024 21:00,0.170,0.445,350
22/8/2024 22:00,0.190,0.498,350
Ημερομηνία,"SO (ppb)
2","SO (μg/m3)
2",Οριακή τιμή (μg/m3)
22/8/2024 23:00,0.340,0.891,350
23/8/2024 0:00,0.350,0.917,350
23/8/2024 1:00,0.270,0.707,350
23/8/2024 2:00,0.220,0.576,350
23/8/2024 3:00,0.220,0.576,350
23/8/2024 4:00,0.190,0.498,350
23/8/2024 5:00,0.300,0.786,350
23/8/2024 6:00,0.320,0.838,350
23/8/2024 7:00,0.450,1.179,350
23/8/2024 8:00,0.540,1.415,350
23/8/2024 9:00,0.550,1.441,350
23/8/2024 10:00,0.490,1.284,350
23/8/2024 11:00,0.410,1.074,350
23/8/2024 12:00,0.440,1.153,350
23/8/2024 13:00,0.460,1.205,350
23/8/2024 14:00,0.400,1.048,350
23/8/2024 15:00,0.430,1.127,350
23/8/2024 16:00,0.420,1.100,350
23/8/2024 17:00,0.480,1.258,350
23/8/2024 18:00,0.510,1.336,350
23/8/2024 19:00,0.430,1.127,350
23/8/2024 20:00,0.360,0.943,350
23/8/2024 21:00,0.190,0.498,350
23/8/2024 22:00,0.240,0.629,350
23/8/2024 23:00,0.210,0.550,350
24/8/2024 0:00,0.250,0.655,350
24/8/2024 1:00,0.220,0.576,350
24/8/2024 2:00,0.130,0.341,350
24/8/2024 3:00,0.140,0.367,350
24/8/2024 4:00,0.180,0.472,350
24/8/2024 5:00,0.230,0.603,350
24/8/2024 6:00,0.230,0.603,350
24/8/2024 7:00,0.230,0.603,350
24/8/2024 8:00,0.420,1.100,350
24/8/2024 9:00,0.240,0.629,350
24/8/2024 10:00,0.300,0.786,350
24/8/2024 11:00,0.200,0.524,350
24/8/2024 12:00,0.220,0.576,350
24/8/2024 13:00,0.190,0.498,350
24/8/2024 14:00,0.150,0.393,350
24/8/2024 15:00,0.170,0.445,350
Ημερομηνία,"SO (ppb)
2","SO (μg/m3)
2",Οριακή τιμή (μg/m3)
24/8/2024 16:00,0.160,0.419,350
24/8/2024 17:00,0.210,0.550,350
24/8/2024 18:00,0.210,0.550,350
24/8/2024 19:00,0.220,0.576,350
24/8/2024 20:00,0.160,0.419,350
24/8/2024 21:00,0.210,0.550,350
24/8/2024 22:00,0.090,0.236,350
24/8/2024 23:00,0.140,0.367,350
25/8/2024 0:00,0.150,0.393,350
25/8/2024 1:00,0.170,0.445,350
25/8/2024 2:00,0.160,0.419,350
25/8/2024 3:00,0.110,0.288,350
25/8/2024 4:00,0.130,0.341,350
25/8/2024 5:00,0.180,0.472,350
25/8/2024 6:00,0.220,0.576,350
25/8/2024 7:00,0.170,0.445,350
25/8/2024 8:00,0.340,0.891,350
25/8/2024 9:00,0.190,0.498,350
25/8/2024 10:00,0.190,0.498,350
25/8/2024 11:00,0.170,0.445,350
25/8/2024 12:00,0.150,0.393,350
25/8/2024 13:00,0.130,0.341,350
25/8/2024 14:00,0.120,0.314,350
25/8/2024 15:00,0.120,0.314,350
25/8/2024 16:00,0.170,0.445,350
25/8/2024 17:00,0.080,0.210,350
25/8/2024 18:00,0.160,0.419,350
25/8/2024 19:00,0.130,0.341,350
25/8/2024 20:00,0.060,0.157,350
25/8/2024 21:00,0.050,0.131,350
25/8/2024 22:00,0.090,0.236,350
25/8/2024 23:00,0.100,0.262,350
26/8/2024 0:00,0.010,0.026,350
26/8/2024 1:00,0.070,0.183,350
26/8/2024 2:00,0.030,0.079,350
26/8/2024 3:00,0.030,0.079,350
26/8/2024 4:00,0.010,0.026,350
26/8/2024 5:00,0.020,0.052,350
26/8/2024 6:00,0.030,0.079,350
26/8/2024 7:00,0.170,0.445,350
26/8/2024 8:00,0.180,0.472,350
Ημερομηνία,"SO (ppb)
2","SO (μg/m3)
2",Οριακή τιμή (μg/m3)
26/8/2024 9:00,0.240,0.629,350
26/8/2024 10:00,0.310,0.812,350
26/8/2024 11:00,0.100,0.262,350
26/8/2024 12:00,0.050,0.131,350
26/8/2024 13:00,0.020,0.052,350
26/8/2024 14:00,0.010,0.026,350
26/8/2024 15:00,0.020,0.052,350
26/8/2024 16:00,0.010,0.026,350
26/8/2024 17:00,0.070,0.183,350
26/8/2024 18:00,0.020,0.052,350
26/8/2024 19:00,0.050,0.131,350
26/8/2024 20:00,0.110,0.288,350
26/8/2024 21:00,0.210,0.550,350
26/8/2024 22:00,0.200,0.524,350
26/8/2024 23:00,0.280,0.734,350
27/8/2024 0:00,0.320,0.838,350
27/8/2024 1:00,0.330,0.865,350
27/8/2024 2:00,0.230,0.603,350
