Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
2/4/2024 12:00,0.246,0.282,0.326,10
2/4/2024 13:00,0.246,0.282,0.325,10
2/4/2024 14:00,0.180,0.206,0.316,10
2/4/2024 15:00,0.193,0.221,0.297,10
2/4/2024 16:00,0.200,0.229,0.277,10
2/4/2024 17:00,0.195,0.223,0.260,10
2/4/2024 18:00,0.173,0.198,0.244,10
2/4/2024 19:00,0.175,0.200,0.230,10
2/4/2024 20:00,0.200,0.229,0.224,10
2/4/2024 21:00,0.139,0.159,0.208,10
2/4/2024 22:00,0.135,0.155,0.202,10
2/4/2024 23:00,0.159,0.182,0.197,10
3/4/2024 0:00,0.144,0.165,0.189,10
3/4/2024 1:00,0.132,0.151,0.180,10
3/4/2024 2:00,0.132,0.151,0.174,10
3/4/2024 3:00,0.117,0.134,0.166,10
3/4/2024 4:00,0.123,0.141,0.155,10
3/4/2024 5:00,0.188,0.215,0.162,10
3/4/2024 6:00,0.310,0.355,0.187,10
3/4/2024 7:00,0.224,0.256,0.196,10
3/4/2024 8:00,0.172,0.197,0.200,10
3/4/2024 9:00,0.136,0.156,0.201,10
3/4/2024 10:00,0.126,0.144,0.200,10
3/4/2024 11:00,0.122,0.140,0.201,10
3/4/2024 12:00,0.110,0.126,0.199,10
3/4/2024 13:00,0.130,0.149,0.190,10
3/4/2024 14:00,0.112,0.128,0.162,10
3/4/2024 15:00,0.125,0.143,0.148,10
3/4/2024 16:00,0.122,0.140,0.141,10
3/4/2024 17:00,0.137,0.157,0.141,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
3/4/2024 18:00,0.138,0.158,0.143,10
3/4/2024 19:00,0.155,0.177,0.147,10
3/4/2024 20:00,0.155,0.177,0.154,10
3/4/2024 21:00,0.282,0.323,0.175,10
3/4/2024 22:00,0.356,0.408,0.210,10
3/4/2024 23:00,0.487,0.558,0.262,10
4/4/2024 0:00,0.395,0.452,0.301,10
4/4/2024 1:00,0.242,0.277,0.316,10
4/4/2024 2:00,0.263,0.301,0.334,10
4/4/2024 3:00,0.313,0.358,0.357,10
4/4/2024 4:00,0.353,0.404,0.385,10
4/4/2024 5:00,0.709,0.812,0.446,10
4/4/2024 6:00,0.613,0.702,0.483,10
4/4/2024 7:00,0.309,0.354,0.458,10
4/4/2024 8:00,0.309,0.354,0.445,10
4/4/2024 9:00,0.377,0.432,0.465,10
4/4/2024 10:00,0.326,0.373,0.474,10
4/4/2024 11:00,0.179,0.205,0.454,10
4/4/2024 12:00,0.167,0.191,0.428,10
4/4/2024 13:00,0.164,0.188,0.350,10
4/4/2024 14:00,0.178,0.204,0.288,10
4/4/2024 15:00,0.181,0.207,0.269,10
4/4/2024 16:00,0.193,0.221,0.253,10
4/4/2024 17:00,0.190,0.218,0.226,10
4/4/2024 18:00,0.178,0.204,0.205,10
4/4/2024 19:00,0.200,0.229,0.208,10
4/4/2024 20:00,0.307,0.352,0.228,10
4/4/2024 21:00,0.244,0.279,0.239,10
4/4/2024 22:00,0.207,0.237,0.243,10
4/4/2024 23:00,0.270,0.309,0.256,10
5/4/2024 0:00,0.334,0.382,0.276,10
5/4/2024 1:00,0.254,0.291,0.285,10
5/4/2024 2:00,0.204,0.234,0.289,10
5/4/2024 3:00,0.216,0.247,0.291,10
5/4/2024 4:00,0.350,0.401,0.298,10
5/4/2024 5:00,0.351,0.402,0.313,10
5/4/2024 6:00,0.455,0.521,0.348,10
5/4/2024 7:00,0.352,0.403,0.360,10
5/4/2024 8:00,0.300,0.344,0.355,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
5/4/2024 9:00,0.238,0.273,0.353,10
5/4/2024 10:00,0.253,0.290,0.360,10
5/4/2024 11:00,0.270,0.309,0.368,10
5/4/2024 12:00,0.167,0.191,0.341,10
5/4/2024 13:00,0.116,0.133,0.308,10
5/4/2024 14:00,0.106,0.121,0.258,10
5/4/2024 15:00,0.127,0.145,0.226,10
5/4/2024 16:00,0.120,0.137,0.200,10
5/4/2024 17:00,0.112,0.128,0.182,10
5/4/2024 18:00,0.097,0.111,0.160,10
5/4/2024 19:00,0.135,0.155,0.140,10
5/4/2024 20:00,0.581,0.665,0.200,10
5/4/2024 21:00,0.812,0.930,0.299,10
5/4/2024 22:00,0.779,0.892,0.395,10
5/4/2024 23:00,0.547,0.626,0.456,10
6/4/2024 0:00,0.440,0.504,0.501,10
6/4/2024 1:00,0.248,0.284,0.521,10
6/4/2024 2:00,0.407,0.466,0.565,10
6/4/2024 3:00,0.467,0.535,0.613,10
6/4/2024 4:00,0.411,0.471,0.588,10
6/4/2024 5:00,0.641,0.734,0.564,10
6/4/2024 6:00,0.558,0.639,0.532,10
6/4/2024 7:00,0.384,0.440,0.509,10
6/4/2024 8:00,0.287,0.329,0.487,10
6/4/2024 9:00,0.255,0.292,0.488,10
6/4/2024 10:00,0.257,0.294,0.467,10
6/4/2024 11:00,0.246,0.282,0.435,10
6/4/2024 12:00,0.229,0.262,0.409,10
6/4/2024 13:00,0.209,0.239,0.347,10
6/4/2024 14:00,0.201,0.230,0.296,10
6/4/2024 15:00,0.203,0.232,0.270,10
6/4/2024 16:00,0.192,0.220,0.256,10
6/4/2024 17:00,0.186,0.213,0.247,10
6/4/2024 18:00,0.203,0.232,0.239,10
6/4/2024 19:00,0.211,0.242,0.234,10
6/4/2024 20:00,0.207,0.237,0.231,10
6/4/2024 21:00,0.375,0.429,0.254,10
6/4/2024 22:00,0.400,0.458,0.283,10
6/4/2024 23:00,0.488,0.559,0.324,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
7/4/2024 0:00,0.461,0.528,0.362,10
7/4/2024 1:00,0.404,0.463,0.393,10
7/4/2024 2:00,0.342,0.392,0.413,10
7/4/2024 3:00,0.416,0.476,0.443,10
7/4/2024 4:00,0.365,0.418,0.465,10
7/4/2024 5:00,0.280,0.321,0.452,10
7/4/2024 6:00,0.223,0.255,0.426,10
7/4/2024 7:00,0.228,0.261,0.389,10
7/4/2024 8:00,0.239,0.274,0.357,10
7/4/2024 9:00,0.253,0.290,0.336,10
7/4/2024 10:00,0.261,0.299,0.324,10
7/4/2024 11:00,0.234,0.268,0.298,10
7/4/2024 12:00,0.216,0.247,0.277,10
7/4/2024 13:00,0.207,0.237,0.266,10
7/4/2024 14:00,0.180,0.206,0.260,10
7/4/2024 15:00,0.195,0.223,0.255,10
7/4/2024 16:00,0.203,0.232,0.250,10
7/4/2024 17:00,0.208,0.238,0.244,10
7/4/2024 18:00,0.198,0.227,0.235,10
7/4/2024 19:00,0.173,0.198,0.226,10
7/4/2024 20:00,0.177,0.203,0.221,10
7/4/2024 21:00,0.234,0.268,0.224,10
7/4/2024 22:00,0.416,0.476,0.258,10
7/4/2024 23:00,0.486,0.556,0.300,10
8/4/2024 0:00,0.276,0.316,0.310,10
8/4/2024 1:00,0.322,0.369,0.327,10
8/4/2024 2:00,0.261,0.299,0.336,10
8/4/2024 3:00,0.230,0.263,0.344,10
8/4/2024 4:00,0.285,0.326,0.359,10
8/4/2024 5:00,0.220,0.252,0.357,10
8/4/2024 6:00,0.206,0.236,0.327,10
8/4/2024 7:00,0.320,0.366,0.303,10
8/4/2024 8:00,0.228,0.261,0.297,10
8/4/2024 9:00,0.210,0.240,0.281,10
8/4/2024 10:00,0.178,0.204,0.269,10
8/4/2024 11:00,0.172,0.197,0.260,10
8/4/2024 12:00,0.180,0.206,0.245,10
8/4/2024 13:00,0.181,0.207,0.240,10
8/4/2024 14:00,0.157,0.180,0.233,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
8/4/2024 15:00,0.170,0.195,0.211,10
8/4/2024 16:00,0.165,0.189,0.202,10
8/4/2024 17:00,0.153,0.175,0.194,10
8/4/2024 18:00,0.149,0.171,0.190,10
8/4/2024 19:00,0.200,0.229,0.194,10
8/4/2024 20:00,0.287,0.329,0.209,10
8/4/2024 21:00,0.266,0.305,0.221,10
8/4/2024 22:00,0.332,0.380,0.246,10
8/4/2024 23:00,0.339,0.388,0.271,10
9/4/2024 0:00,0.350,0.401,0.297,10
9/4/2024 1:00,0.242,0.277,0.310,10
9/4/2024 2:00,0.225,0.258,0.321,10
9/4/2024 3:00,0.217,0.248,0.323,10
9/4/2024 4:00,0.203,0.232,0.311,10
9/4/2024 5:00,0.244,0.279,0.308,10
9/4/2024 6:00,0.384,0.440,0.315,10
9/4/2024 7:00,0.473,0.542,0.335,10
9/4/2024 8:00,0.445,0.510,0.348,10
9/4/2024 9:00,0.352,0.403,0.364,10
9/4/2024 10:00,0.229,0.262,0.365,10
9/4/2024 11:00,0.170,0.195,0.358,10
9/4/2024 12:00,0.155,0.177,0.351,10
9/4/2024 13:00,0.139,0.159,0.336,10
9/4/2024 14:00,0.140,0.160,0.301,10
9/4/2024 15:00,0.133,0.152,0.252,10
9/4/2024 16:00,0.142,0.163,0.209,10
9/4/2024 17:00,0.132,0.151,0.177,10
9/4/2024 18:00,0.137,0.157,0.164,10
9/4/2024 19:00,0.134,0.153,0.159,10
9/4/2024 20:00,0.182,0.208,0.163,10
9/4/2024 21:00,0.271,0.310,0.182,10
9/4/2024 22:00,0.356,0.408,0.213,10
9/4/2024 23:00,0.350,0.401,0.244,10
10/4/2024 0:00,0.267,0.306,0.262,10
10/4/2024 1:00,0.268,0.307,0.281,10
10/4/2024 2:00,0.283,0.324,0.302,10
10/4/2024 3:00,0.267,0.306,0.321,10
10/4/2024 4:00,0.328,0.376,0.342,10
10/4/2024 5:00,0.356,0.408,0.354,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
10/4/2024 6:00,0.503,0.576,0.375,10
10/4/2024 7:00,0.365,0.418,0.377,10
10/4/2024 8:00,0.277,0.317,0.379,10
10/4/2024 9:00,0.292,0.334,0.382,10
10/4/2024 10:00,0.229,0.262,0.375,10
10/4/2024 11:00,0.209,0.239,0.366,10
10/4/2024 12:00,0.202,0.231,0.348,10
10/4/2024 13:00,0.180,0.206,0.323,10
10/4/2024 14:00,0.193,0.221,0.279,10
10/4/2024 15:00,0.186,0.213,0.253,10
10/4/2024 16:00,0.185,0.212,0.240,10
10/4/2024 17:00,0.182,0.208,0.224,10
10/4/2024 18:00,0.151,0.173,0.213,10
10/4/2024 19:00,0.157,0.180,0.206,10
10/4/2024 20:00,0.168,0.192,0.201,10
10/4/2024 21:00,0.271,0.310,0.214,10
10/4/2024 22:00,0.458,0.524,0.252,10
10/4/2024 23:00,0.453,0.519,0.290,10
11/4/2024 0:00,0.383,0.439,0.318,10
11/4/2024 1:00,0.308,0.353,0.336,10
11/4/2024 2:00,0.337,0.386,0.363,10
11/4/2024 3:00,0.297,0.340,0.383,10
11/4/2024 4:00,0.283,0.324,0.399,10
11/4/2024 5:00,0.256,0.293,0.397,10
11/4/2024 6:00,0.615,0.704,0.420,10
11/4/2024 7:00,0.277,0.317,0.394,10
11/4/2024 8:00,0.286,0.327,0.381,10
11/4/2024 9:00,0.259,0.297,0.374,10
11/4/2024 10:00,0.226,0.259,0.358,10
11/4/2024 11:00,0.232,0.266,0.348,10
11/4/2024 12:00,0.182,0.208,0.334,10
11/4/2024 13:00,0.144,0.165,0.318,10
11/4/2024 14:00,0.137,0.157,0.249,10
11/4/2024 15:00,0.148,0.169,0.231,10
11/4/2024 16:00,0.139,0.159,0.210,10
11/4/2024 17:00,0.153,0.175,0.195,10
11/4/2024 18:00,0.134,0.153,0.182,10
11/4/2024 19:00,0.126,0.144,0.166,10
11/4/2024 20:00,0.197,0.226,0.169,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
11/4/2024 21:00,0.358,0.410,0.199,10
11/4/2024 22:00,0.446,0.511,0.243,10
11/4/2024 23:00,0.358,0.410,0.274,10
12/4/2024 0:00,0.363,0.416,0.306,10
12/4/2024 1:00,0.267,0.306,0.322,10
12/4/2024 2:00,0.286,0.327,0.344,10
12/4/2024 3:00,0.217,0.248,0.357,10
12/4/2024 4:00,0.305,0.349,0.372,10
12/4/2024 5:00,0.299,0.342,0.364,10
12/4/2024 6:00,0.318,0.364,0.345,10
12/4/2024 7:00,0.309,0.354,0.338,10
12/4/2024 8:00,0.411,0.471,0.345,10
12/4/2024 9:00,0.406,0.465,0.365,10
12/4/2024 10:00,0.245,0.281,0.359,10
12/4/2024 11:00,0.199,0.228,0.357,10
12/4/2024 12:00,0.188,0.215,0.340,10
12/4/2024 13:00,0.188,0.215,0.324,10
12/4/2024 14:00,0.207,0.237,0.308,10
12/4/2024 15:00,0.210,0.240,0.294,10
12/4/2024 16:00,0.212,0.243,0.265,10
12/4/2024 17:00,0.217,0.248,0.238,10
12/4/2024 18:00,0.201,0.230,0.232,10
12/4/2024 19:00,0.241,0.276,0.238,10
12/4/2024 20:00,0.291,0.333,0.253,10
12/4/2024 21:00,0.263,0.301,0.264,10
12/4/2024 22:00,0.412,0.472,0.293,10
12/4/2024 23:00,0.453,0.519,0.328,10
13/4/2024 0:00,0.718,0.822,0.400,10
13/4/2024 1:00,0.411,0.471,0.428,10
13/4/2024 2:00,0.497,0.569,0.470,10
13/4/2024 3:00,0.364,0.417,0.488,10
13/4/2024 4:00,0.388,0.444,0.502,10
13/4/2024 5:00,0.377,0.432,0.518,10
13/4/2024 6:00,0.391,0.448,0.515,10
13/4/2024 7:00,0.357,0.409,0.501,10
13/4/2024 8:00,0.317,0.363,0.444,10
13/4/2024 9:00,0.296,0.339,0.428,10
13/4/2024 10:00,0.276,0.316,0.396,10
13/4/2024 11:00,0.241,0.276,0.378,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
13/4/2024 12:00,0.219,0.251,0.354,10
13/4/2024 13:00,0.204,0.234,0.329,10
13/4/2024 14:00,0.195,0.223,0.301,10
13/4/2024 15:00,0.192,0.220,0.278,10
13/4/2024 16:00,0.212,0.243,0.263,10
13/4/2024 17:00,0.210,0.240,0.250,10
13/4/2024 18:00,0.198,0.227,0.239,10
13/4/2024 19:00,0.224,0.256,0.237,10
13/4/2024 20:00,0.227,0.260,0.238,10
13/4/2024 21:00,0.248,0.284,0.244,10
13/4/2024 22:00,0.436,0.499,0.279,10
13/4/2024 23:00,0.486,0.556,0.321,10
14/4/2024 0:00,0.376,0.431,0.344,10
14/4/2024 1:00,0.286,0.327,0.355,10
14/4/2024 2:00,0.362,0.414,0.379,10
14/4/2024 3:00,0.256,0.293,0.383,10
14/4/2024 4:00,0.222,0.254,0.382,10
14/4/2024 5:00,0.257,0.294,0.384,10
14/4/2024 6:00,0.247,0.283,0.357,10
14/4/2024 7:00,0.197,0.226,0.315,10
14/4/2024 8:00,0.196,0.224,0.290,10
14/4/2024 9:00,0.181,0.207,0.275,10
14/4/2024 10:00,0.160,0.183,0.246,10
14/4/2024 11:00,0.148,0.169,0.230,10
14/4/2024 12:00,0.138,0.158,0.218,10
14/4/2024 13:00,0.169,0.194,0.206,10
14/4/2024 14:00,0.183,0.210,0.196,10
14/4/2024 15:00,0.183,0.210,0.194,10
14/4/2024 16:00,0.192,0.220,0.194,10
14/4/2024 17:00,0.197,0.226,0.196,10
14/4/2024 18:00,0.182,0.208,0.199,10
14/4/2024 19:00,0.180,0.206,0.204,10
14/4/2024 20:00,0.212,0.243,0.214,10
14/4/2024 21:00,0.244,0.279,0.225,10
14/4/2024 22:00,0.298,0.341,0.242,10
14/4/2024 23:00,0.395,0.452,0.272,10
15/4/2024 0:00,0.412,0.472,0.303,10
15/4/2024 1:00,0.244,0.279,0.310,10
15/4/2024 2:00,0.207,0.237,0.314,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
15/4/2024 3:00,0.202,0.231,0.317,10
15/4/2024 4:00,0.318,0.364,0.332,10
15/4/2024 5:00,0.530,0.607,0.373,10
15/4/2024 6:00,0.712,0.815,0.432,10
15/4/2024 7:00,0.464,0.531,0.442,10
15/4/2024 8:00,0.268,0.307,0.422,10
15/4/2024 9:00,0.229,0.262,0.419,10
15/4/2024 10:00,0.272,0.311,0.429,10
15/4/2024 11:00,0.186,0.213,0.426,10
15/4/2024 12:00,0.173,0.198,0.406,10
15/4/2024 13:00,0.211,0.242,0.360,10
15/4/2024 14:00,0.225,0.258,0.290,10
15/4/2024 15:00,0.201,0.230,0.253,10
15/4/2024 16:00,0.195,0.223,0.242,10
15/4/2024 17:00,0.181,0.207,0.235,10
15/4/2024 18:00,0.160,0.183,0.219,10
15/4/2024 19:00,0.197,0.226,0.221,10
15/4/2024 20:00,0.303,0.347,0.239,10
15/4/2024 21:00,0.269,0.308,0.248,10
15/4/2024 22:00,0.245,0.281,0.251,10
15/4/2024 23:00,0.343,0.393,0.271,10
16/4/2024 0:00,0.355,0.406,0.294,10
16/4/2024 1:00,0.296,0.339,0.310,10
16/4/2024 2:00,0.300,0.344,0.330,10
16/4/2024 3:00,0.261,0.299,0.339,10
16/4/2024 4:00,0.227,0.260,0.329,10
16/4/2024 5:00,0.288,0.330,0.331,10
16/4/2024 6:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 7:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 8:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 9:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 10:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 11:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 12:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 13:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 14:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 15:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 16:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 17:00,SERVICE,SERVICE,SERVICE,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
16/4/2024 18:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 19:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 20:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 21:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 22:00,SERVICE,SERVICE,SERVICE,10
16/4/2024 23:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 0:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 1:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 2:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 3:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 4:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 5:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 6:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 7:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 8:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 9:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 10:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 11:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 12:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 13:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 14:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 15:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 16:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 17:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 18:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 19:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 20:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 21:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 22:00,SERVICE,SERVICE,SERVICE,10
17/4/2024 23:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 0:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 1:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 2:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 3:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 4:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 5:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 6:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 7:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 8:00,SERVICE,SERVICE,SERVICE,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
18/4/2024 9:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 10:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 11:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 12:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 13:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 14:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 15:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 16:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 17:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 18:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 19:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 20:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 21:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 22:00,SERVICE,SERVICE,SERVICE,10
18/4/2024 23:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 0:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 1:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 2:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 3:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 4:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 5:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 6:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 7:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 8:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 9:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 10:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 11:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 12:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 13:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 14:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 15:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 16:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 17:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 18:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 19:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 20:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 21:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 22:00,SERVICE,SERVICE,SERVICE,10
19/4/2024 23:00,SERVICE,SERVICE,SERVICE,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
20/4/2024 0:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 1:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 2:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 3:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 4:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 5:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 6:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 7:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 8:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 9:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 10:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 11:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 12:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 13:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 14:00,SERVICE,SERVICE,SERVICE,10
20/4/2024 15:00,SERVICE,SERVICE,SERVICE,10
