Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
2/2/24 7:00,0.633,0.725,0.985,10
2/2/24 8:00,1.067,1.222,0.950,10
2/2/24 9:00,0.404,0.463,0.860,10
2/2/24 10:00,0.367,0.420,0.761,10
2/2/24 11:00,0.296,0.339,0.692,10
2/2/24 12:00,0.31,0.355,0.653,10
2/2/24 13:00,0.32,0.366,0.601,10
2/2/24 14:00,0.296,0.339,0.529,10
2/2/24 15:00,0.277,0.317,0.478,10
2/2/24 16:00,0.272,0.311,0.364,10
2/2/24 17:00,0.265,0.303,0.344,10
2/2/24 18:00,0.283,0.324,0.332,10
2/2/24 19:00,0.348,0.398,0.339,10
2/2/24 20:00,0.358,0.410,0.346,10
2/2/24 21:00,0.348,0.398,0.350,10
2/2/24 22:00,0.358,0.410,0.359,10
2/2/24 23:00,0.352,0.403,0.370,10
3/2/24 0:00,0.375,0.429,0.385,10
3/2/24 1:00,0.292,0.334,0.388,10
3/2/24 2:00,0.262,0.300,0.385,10
3/2/24 3:00,0.257,0.294,0.372,10
3/2/24 4:00,0.233,0.267,0.355,10
3/2/24 5:00,0.255,0.292,0.341,10
3/2/24 6:00,0.288,0.330,0.331,10
3/2/24 7:00,0.312,0.357,0.325,10
3/2/24 8:00,0.315,0.361,0.317,10
3/2/24 9:00,0.306,0.350,0.319,10
3/2/24 10:00,0.274,0.314,0.321,10
3/2/24 11:00,0.219,0.251,0.315,10
3/2/24 12:00,0.204,0.234,0.311,10
3/2/24 13:00,0.201,0.230,0.303,10
3/2/24 14:00,0.204,0.234,0.291,10
3/2/24 15:00,0.215,0.246,0.277,10
3/2/24 16:00,0.216,0.247,0.263,10
3/2/24 17:00,0.235,0.269,0.253,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
3/2/24 18:00,0.252,0.289,0.250,10
3/2/24 19:00,0.52,0.595,0.293,10
3/2/24 20:00,0.877,1.004,0.389,10
3/2/24 21:00,1.265,1.448,0.542,10
3/2/24 22:00,1.668,1.910,0.751,10
3/2/24 23:00,1.403,1.606,0.921,10
4/2/24 0:00,1.677,1.920,1.130,10
4/2/24 1:00,1.207,1.382,1.269,10
4/2/24 2:00,1.253,1.435,1.413,10
4/2/24 3:00,0.739,0.846,1.444,10
4/2/24 4:00,0.597,0.684,1.404,10
4/2/24 5:00,0.576,0.660,1.305,10
4/2/24 6:00,0.646,0.740,1.159,10
4/2/24 7:00,0.757,0.867,1.067,10
4/2/24 8:00,0.624,0.714,0.916,10
4/2/24 9:00,0.468,0.536,0.810,10
4/2/24 10:00,0.461,0.528,0.697,10
4/2/24 11:00,0.348,0.398,0.641,10
4/2/24 12:00,0.204,0.234,0.585,10
4/2/24 13:00,0.186,0.213,0.529,10
4/2/24 14:00,0.181,0.207,0.462,10
4/2/24 15:00,0.18,0.206,0.380,10
4/2/24 16:00,0.183,0.210,0.316,10
4/2/24 17:00,0.198,0.227,0.278,10
4/2/24 18:00,0.214,0.245,0.242,10
4/2/24 19:00,0.354,0.405,0.243,10
4/2/24 20:00,0.318,0.364,0.260,10
4/2/24 21:00,0.31,0.355,0.277,10
4/2/24 22:00,0.433,0.496,0.313,10
4/2/24 23:00,0.51,0.584,0.361,10
5/2/24 0:00,0.501,0.574,0.406,10
5/2/24 1:00,0.713,0.816,0.480,10
5/2/24 2:00,0.512,0.586,0.523,10
5/2/24 3:00,0.571,0.654,0.554,10
5/2/24 4:00,0.514,0.589,0.582,10
5/2/24 5:00,0.759,0.869,0.646,10
5/2/24 6:00,0.953,1.091,0.720,10
5/2/24 7:00,1.222,1.399,0.822,10
5/2/24 8:00,1.839,2.106,1.014,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
5/2/24 9:00,1.955,2.238,1.192,10
5/2/24 10:00,1.513,1.732,1.335,10
5/2/24 11:00,1.212,1.388,1.427,10
5/2/24 12:00,0.838,0.960,1.473,10
5/2/24 13:00,0.668,0.765,1.460,10
5/2/24 14:00,0.425,0.487,1.384,10
5/2/24 15:00,0.247,0.283,1.245,10
5/2/24 16:00,0.242,0.277,1.016,10
5/2/24 17:00,0.312,0.357,0.781,10
5/2/24 18:00,1.373,1.572,0.761,10
5/2/24 19:00,2.7,3.092,0.974,10
5/2/24 20:00,2.925,3.349,1.273,10
5/2/24 21:00,1.673,1.916,1.417,10
5/2/24 22:00,1.532,1.754,1.575,10
5/2/24 23:00,1.943,2.225,1.818,10
6/2/24 0:00,1.788,2.047,2.039,10
6/2/24 1:00,1.272,1.456,2.176,10
6/2/24 2:00,1.358,1.555,2.174,10
6/2/24 3:00,1.191,1.364,1.958,10
6/2/24 4:00,0.845,0.968,1.661,10
6/2/24 5:00,0.702,0.804,1.522,10
6/2/24 6:00,0.739,0.846,1.408,10
6/2/24 7:00,0.609,0.697,1.217,10
6/2/24 8:00,0.811,0.929,1.077,10
6/2/24 9:00,0.513,0.587,0.969,10
6/2/24 10:00,0.461,0.528,0.840,10
6/2/24 11:00,0.353,0.404,0.720,10
6/2/24 12:00,0.346,0.396,0.649,10
6/2/24 13:00,0.376,0.431,0.602,10
6/2/24 14:00,0.319,0.365,0.542,10
6/2/24 15:00,0.256,0.293,0.492,10
6/2/24 16:00,0.199,0.228,0.404,10
6/2/24 17:00,0.237,0.271,0.365,10
6/2/24 18:00,1.085,1.242,0.454,10
6/2/24 19:00,1.643,1.881,0.638,10
6/2/24 20:00,1.452,1.663,0.797,10
6/2/24 21:00,1.78,2.038,0.998,10
6/2/24 22:00,1.315,1.506,1.140,10
6/2/24 23:00,0.811,0.929,1.220,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
7/2/24 0:00,0.872,0.998,1.316,10
7/2/24 1:00,0.834,0.955,1.401,10
7/2/24 2:00,0.57,0.653,1.328,10
7/2/24 3:00,0.478,0.547,1.161,10
7/2/24 4:00,0.538,0.616,1.030,10
7/2/24 5:00,0.609,0.697,0.863,10
7/2/24 6:00,0.465,0.532,0.741,10
7/2/24 7:00,0.426,0.488,0.686,10
7/2/24 8:00,0.422,0.483,0.621,10
7/2/24 9:00,0.406,0.465,0.560,10
7/2/24 10:00,0.526,0.602,0.554,10
7/2/24 11:00,0.467,0.535,0.552,10
7/2/24 12:00,0.485,0.555,0.545,10
7/2/24 13:00,0.303,0.347,0.501,10
7/2/24 14:00,0.372,0.426,0.488,10
7/2/24 15:00,0.315,0.361,0.472,10
7/2/24 16:00,0.243,0.278,0.446,10
7/2/24 17:00,0.278,0.318,0.428,10
7/2/24 18:00,0.462,0.529,0.419,10
7/2/24 19:00,1.112,1.273,0.511,10
7/2/24 20:00,1.279,1.464,0.625,10
7/2/24 21:00,1.768,2.024,0.834,10
7/2/24 22:00,1.674,1.917,1.021,10
7/2/24 23:00,1.606,1.839,1.205,10
8/2/24 0:00,1.304,1.493,1.357,10
8/2/24 1:00,0.705,0.807,1.418,10
8/2/24 2:00,0.638,0.731,1.444,10
8/2/24 3:00,0.602,0.689,1.371,10
8/2/24 4:00,0.403,0.461,1.245,10
8/2/24 5:00,0.459,0.526,1.058,10
8/2/24 6:00,0.701,0.803,0.919,10
8/2/24 7:00,0.796,0.911,0.803,10
8/2/24 8:00,1.081,1.238,0.771,10
8/2/24 9:00,1.244,1.424,0.848,10
8/2/24 10:00,0.799,0.915,0.871,10
8/2/24 11:00,0.71,0.813,0.886,10
8/2/24 12:00,0.522,0.598,0.903,10
8/2/24 13:00,0.482,0.552,0.907,10
8/2/24 14:00,0.526,0.602,0.882,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
8/2/24 15:00,0.425,0.487,0.829,10
8/2/24 16:00,0.289,0.331,0.715,10
8/2/24 17:00,0.272,0.311,0.576,10
8/2/24 18:00,0.752,0.861,0.569,10
8/2/24 19:00,1.202,1.376,0.640,10
8/2/24 20:00,1.613,1.847,0.796,10
8/2/24 21:00,1.458,1.669,0.936,10
8/2/24 22:00,1.399,1.602,1.061,10
8/2/24 23:00,1.571,1.799,1.225,10
9/2/24 0:00,1.269,1.453,1.365,10
9/2/24 1:00,1.282,1.468,1.509,10
9/2/24 2:00,0.814,0.932,1.518,10
9/2/24 3:00,0.876,1.003,1.472,10
9/2/24 4:00,0.69,0.790,1.340,10
9/2/24 5:00,0.529,0.606,1.207,10
9/2/24 6:00,0.695,0.796,1.106,10
9/2/24 7:00,0.973,1.114,1.020,10
9/2/24 8:00,1.512,1.731,1.055,10
9/2/24 9:00,0.55,0.630,0.950,10
9/2/24 10:00,0.471,0.539,0.901,10
9/2/24 11:00,0.382,0.437,0.830,10
9/2/24 12:00,0.293,0.335,0.774,10
9/2/24 13:00,0.297,0.340,0.740,10
9/2/24 14:00,0.242,0.277,0.676,10
9/2/24 15:00,0.228,0.261,0.569,10
9/2/24 16:00,0.224,0.256,0.385,10
9/2/24 17:00,0.252,0.289,0.342,10
9/2/24 18:00,0.427,0.489,0.336,10
9/2/24 19:00,0.64,0.733,0.373,10
9/2/24 20:00,1.012,1.159,0.475,10
9/2/24 21:00,1.081,1.238,0.588,10
9/2/24 22:00,0.757,0.867,0.661,10
9/2/24 23:00,0.974,1.115,0.768,10
10/2/24 0:00,0.946,1.083,0.871,10
10/2/24 1:00,1.013,1.160,0.980,10
10/2/24 2:00,0.767,0.878,1.029,10
10/2/24 3:00,0.64,0.733,1.029,10
10/2/24 4:00,0.716,0.820,0.987,10
10/2/24 5:00,0.733,0.839,0.937,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
10/2/24 6:00,0.713,0.816,0.931,10
10/2/24 7:00,0.768,0.879,0.901,10
10/2/24 8:00,0.946,1.083,0.901,10
10/2/24 9:00,0.651,0.745,0.849,10
10/2/24 10:00,0.378,0.433,0.794,10
10/2/24 11:00,0.452,0.518,0.767,10
10/2/24 12:00,0.496,0.568,0.735,10
10/2/24 13:00,0.453,0.519,0.695,10
10/2/24 14:00,0.371,0.425,0.646,10
10/2/24 15:00,0.283,0.324,0.577,10
10/2/24 16:00,0.272,0.311,0.480,10
10/2/24 17:00,0.282,0.323,0.428,10
10/2/24 18:00,0.358,0.410,0.425,10
10/2/24 19:00,0.452,0.518,0.425,10
10/2/24 20:00,0.988,1.131,0.495,10
10/2/24 21:00,0.978,1.120,0.570,10
10/2/24 22:00,0.318,0.364,0.563,10
10/2/24 23:00,0.504,0.577,0.594,10
11/2/24 0:00,0.643,0.736,0.647,10
11/2/24 1:00,0.323,0.370,0.653,10
11/2/24 2:00,0.183,0.210,0.628,10
11/2/24 3:00,0.15,0.172,0.585,10
11/2/24 4:00,0.15,0.172,0.465,10
11/2/24 5:00,0.156,0.179,0.347,10
11/2/24 6:00,0.158,0.181,0.324,10
11/2/24 7:00,0.15,0.172,0.274,10
11/2/24 8:00,0.141,0.161,0.202,10
11/2/24 9:00,0.148,0.169,0.177,10
11/2/24 10:00,0.155,0.177,0.173,10
11/2/24 11:00,0.151,0.173,0.173,10
11/2/24 12:00,0.15,0.172,0.173,10
11/2/24 13:00,0.156,0.179,0.173,10
11/2/24 14:00,0.152,0.174,0.172,10
11/2/24 15:00,0.15,0.172,0.172,10
11/2/24 16:00,0.151,0.173,0.174,10
11/2/24 17:00,0.15,0.172,0.174,10
11/2/24 18:00,0.15,0.172,0.173,10
11/2/24 19:00,0.155,0.177,0.174,10
11/2/24 20:00,0.151,0.173,0.174,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
11/2/24 21:00,0.151,0.173,0.173,10
11/2/24 22:00,0.153,0.175,0.173,10
11/2/24 23:00,0.156,0.179,0.174,10
12/2/24 0:00,0.191,0.219,0.180,10
12/2/24 1:00,0.164,0.188,0.182,10
12/2/24 2:00,0.123,0.141,0.178,10
12/2/24 3:00,0.14,0.160,0.176,10
12/2/24 4:00,0.146,0.167,0.175,10
12/2/24 5:00,0.211,0.242,0.184,10
12/2/24 6:00,0.368,0.421,0.215,10
12/2/24 7:00,0.65,0.744,0.285,10
12/2/24 8:00,0.894,1.024,0.386,10
12/2/24 9:00,0.903,1.034,0.492,10
12/2/24 10:00,0.428,0.490,0.535,10
12/2/24 11:00,0.275,0.315,0.555,10
12/2/24 12:00,0.205,0.235,0.563,10
12/2/24 13:00,0.158,0.181,0.555,10
12/2/24 14:00,0.16,0.183,0.526,10
12/2/24 15:00,0.146,0.167,0.454,10
12/2/24 16:00,0.156,0.179,0.348,10
12/2/24 17:00,0.146,0.167,0.240,10
12/2/24 18:00,0.153,0.175,0.200,10
12/2/24 19:00,0.431,0.493,0.223,10
12/2/24 20:00,0.802,0.918,0.308,10
12/2/24 21:00,1.291,1.478,0.470,10
12/2/24 22:00,0.894,1.024,0.575,10
12/2/24 23:00,0.956,1.095,0.691,10
13/2/24 0:00,0.647,0.741,0.761,10
13/2/24 1:00,0.494,0.566,0.811,10
13/2/24 2:00,0.642,0.735,0.881,10
13/2/24 3:00,0.434,0.497,0.882,10
13/2/24 4:00,0.308,0.353,0.811,10
13/2/24 5:00,0.317,0.363,0.672,10
13/2/24 6:00,0.617,0.706,0.632,10
13/2/24 7:00,0.469,0.537,0.562,10
13/2/24 8:00,0.458,0.524,0.535,10
13/2/24 9:00,0.371,0.425,0.518,10
13/2/24 10:00,0.188,0.215,0.453,10
13/2/24 11:00,0.178,0.204,0.416,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
13/2/24 12:00,0.154,0.176,0.394,10
13/2/24 13:00,0.156,0.179,0.371,10
13/2/24 14:00,0.161,0.184,0.306,10
13/2/24 15:00,0.158,0.181,0.261,10
13/2/24 16:00,0.157,0.180,0.218,10
13/2/24 17:00,0.177,0.203,0.190,10
13/2/24 18:00,0.177,0.203,0.189,10
13/2/24 19:00,0.164,0.188,0.187,10
13/2/24 20:00,0.162,0.185,0.188,10
13/2/24 21:00,0.158,0.181,0.188,10
13/2/24 22:00,0.157,0.180,0.187,10
13/2/24 23:00,0.149,0.171,0.186,10
14/2/24 0:00,0.152,0.174,0.185,10
14/2/24 1:00,0.18,0.206,0.186,10
14/2/24 2:00,0.177,0.203,0.186,10
14/2/24 3:00,0.178,0.204,0.188,10
14/2/24 4:00,0.177,0.203,0.190,10
14/2/24 5:00,0.18,0.206,0.193,10
14/2/24 6:00,0.186,0.213,0.197,10
14/2/24 7:00,0.215,0.246,0.207,10
14/2/24 8:00,0.227,0.260,0.218,10
14/2/24 9:00,0.207,0.237,0.221,10
14/2/24 10:00,0.206,0.236,0.226,10
14/2/24 11:00,0.195,0.223,0.228,10
14/2/24 12:00,0.196,0.224,0.231,10
14/2/24 13:00,0.184,0.211,0.231,10
14/2/24 14:00,0.178,0.204,0.230,10
14/2/24 15:00,0.19,0.218,0.227,10
14/2/24 16:00,0.2,0.229,0.223,10
14/2/24 17:00,0.194,0.222,0.221,10
14/2/24 18:00,0.182,0.208,0.217,10
14/2/24 19:00,0.174,0.199,0.214,10
14/2/24 20:00,0.175,0.200,0.211,10
14/2/24 21:00,0.186,0.213,0.212,10
14/2/24 22:00,0.2,0.229,0.215,10
14/2/24 23:00,0.184,0.211,0.214,10
15/2/24 0:00,0.188,0.215,0.212,10
15/2/24 1:00,0.195,0.223,0.212,10
15/2/24 2:00,0.2,0.229,0.215,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
15/2/24 3:00,0.188,0.215,0.217,10
15/2/24 4:00,0.201,0.230,0.221,10
15/2/24 5:00,0.21,0.240,0.224,10
15/2/24 6:00,0.241,0.276,0.230,10
15/2/24 7:00,0.276,0.316,0.243,10
15/2/24 8:00,0.344,0.394,0.265,10
15/2/24 9:00,0.293,0.335,0.280,10
15/2/24 10:00,0.257,0.294,0.288,10
15/2/24 11:00,0.221,0.253,0.292,10
15/2/24 12:00,0.214,0.245,0.294,10
15/2/24 13:00,0.214,0.245,0.295,10
15/2/24 14:00,0.227,0.260,0.293,10
15/2/24 15:00,0.246,0.282,0.289,10
15/2/24 16:00,0.279,0.319,0.279,10
15/2/24 17:00,0.278,0.318,0.277,10
15/2/24 18:00,0.292,0.334,0.282,10
15/2/24 19:00,0.336,0.385,0.299,10
15/2/24 20:00,0.343,0.393,0.317,10
15/2/24 21:00,0.33,0.378,0.334,10
15/2/24 22:00,0.308,0.353,0.345,10
15/2/24 23:00,0.283,0.324,0.351,10
16/2/24 0:00,0.264,0.302,0.348,10
16/2/24 1:00,0.213,0.244,0.339,10
16/2/24 2:00,0.224,0.256,0.329,10
16/2/24 3:00,0.222,0.254,0.313,10
16/2/24 4:00,0.214,0.245,0.295,10
16/2/24 5:00,0.222,0.254,0.279,10
16/2/24 6:00,0.25,0.286,0.271,10
16/2/24 7:00,0.341,0.390,0.279,10
16/2/24 8:00,0.343,0.393,0.290,10
16/2/24 9:00,0.283,0.324,0.300,10
16/2/24 10:00,0.259,0.297,0.305,10
16/2/24 11:00,0.244,0.279,0.309,10
16/2/24 12:00,0.24,0.275,0.312,10
16/2/24 13:00,0.214,0.245,0.311,10
16/2/24 14:00,0.212,0.243,0.306,10
16/2/24 15:00,0.223,0.255,0.289,10
16/2/24 16:00,0.222,0.254,0.272,10
16/2/24 17:00,0.216,0.247,0.262,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
16/2/24 18:00,0.219,0.251,0.256,10
16/2/24 19:00,0.235,0.269,0.255,10
16/2/24 20:00,0.52,0.595,0.295,10
16/2/24 21:00,1.465,1.677,0.474,10
16/2/24 22:00,1.684,1.928,0.685,10
16/2/24 23:00,1.665,1.906,0.891,10
17/2/24 0:00,0.89,1.019,0.987,10
17/2/24 1:00,0.943,1.080,1.091,10
17/2/24 2:00,0.815,0.933,1.176,10
17/2/24 3:00,0.588,0.673,1.227,10
17/2/24 4:00,0.573,0.656,1.234,10
17/2/24 5:00,0.568,0.650,1.106,10
17/2/24 6:00,0.721,0.826,0.968,10
17/2/24 7:00,0.673,0.771,0.826,10
17/2/24 8:00,0.414,0.474,0.758,10
17/2/24 9:00,0.286,0.327,0.664,10
17/2/24 10:00,0.293,0.335,0.589,10
17/2/24 11:00,0.357,0.409,0.556,10
17/2/24 12:00,0.383,0.439,0.529,10
17/2/24 13:00,0.318,0.364,0.493,10
17/2/24 14:00,0.171,0.196,0.414,10
17/2/24 15:00,0.253,0.290,0.354,10
17/2/24 16:00,0.25,0.286,0.331,10
17/2/24 17:00,0.247,0.283,0.325,10
17/2/24 18:00,0.24,0.275,0.318,10
17/2/24 19:00,0.345,0.395,0.316,10
17/2/24 20:00,0.397,0.455,0.318,10
17/2/24 21:00,0.554,0.634,0.352,10
17/2/24 22:00,1.115,1.277,0.487,10
17/2/24 23:00,0.957,1.096,0.588,10
18/2/24 0:00,0.829,0.949,0.670,10
18/2/24 1:00,0.747,0.855,0.742,10
18/2/24 2:00,0.452,0.518,0.772,10
18/2/24 3:00,0.425,0.487,0.784,10
18/2/24 4:00,0.432,0.495,0.789,10
18/2/24 5:00,0.339,0.388,0.758,10
18/2/24 6:00,0.275,0.315,0.638,10
18/2/24 7:00,0.313,0.358,0.546,10
18/2/24 8:00,0.367,0.420,0.479,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
18/2/24 9:00,0.362,0.414,0.424,10
18/2/24 10:00,0.33,0.378,0.407,10
18/2/24 11:00,0.309,0.354,0.390,10
18/2/24 12:00,0.288,0.330,0.370,10
18/2/24 13:00,0.265,0.303,0.359,10
18/2/24 14:00,0.203,0.232,0.349,10
18/2/24 15:00,0.217,0.248,0.335,10
18/2/24 16:00,0.193,0.221,0.310,10
18/2/24 17:00,0.19,0.218,0.286,10
18/2/24 18:00,0.216,0.247,0.269,10
18/2/24 19:00,0.255,0.292,0.261,10
18/2/24 20:00,0.358,0.410,0.272,10
18/2/24 21:00,0.411,0.471,0.292,10
18/2/24 22:00,0.563,0.645,0.344,10
18/2/24 23:00,0.776,0.889,0.424,10
19/2/24 0:00,0.718,0.822,0.499,10
19/2/24 1:00,0.649,0.743,0.565,10
19/2/24 2:00,0.569,0.652,0.615,10
19/2/24 3:00,0.347,0.397,0.628,10
19/2/24 4:00,0.339,0.388,0.626,10
19/2/24 5:00,0.349,0.400,0.617,10
19/2/24 6:00,0.393,0.450,0.593,10
19/2/24 7:00,0.29,0.332,0.523,10
19/2/24 8:00,0.29,0.332,0.462,10
19/2/24 9:00,0.333,0.381,0.416,10
19/2/24 10:00,0.351,0.402,0.385,10
19/2/24 11:00,0.265,0.303,0.374,10
19/2/24 12:00,0.232,0.266,0.358,10
19/2/24 13:00,0.238,0.273,0.342,10
19/2/24 14:00,0.234,0.268,0.320,10
19/2/24 15:00,0.228,0.261,0.311,10
19/2/24 16:00,0.223,0.255,0.301,10
19/2/24 17:00,0.225,0.258,0.286,10
19/2/24 18:00,0.252,0.289,0.272,10
19/2/24 19:00,0.261,0.299,0.271,10
19/2/24 20:00,0.302,0.346,0.281,10
19/2/24 21:00,0.279,0.319,0.287,10
19/2/24 22:00,0.243,0.278,0.288,10
19/2/24 23:00,0.241,0.276,0.290,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
20/2/24 0:00,0.268,0.307,0.296,10
20/2/24 1:00,0.308,0.353,0.308,10
20/2/24 2:00,0.284,0.325,0.313,10
20/2/24 3:00,0.25,0.286,0.311,10
20/2/24 4:00,0.23,0.263,0.301,10
20/2/24 5:00,0.222,0.254,0.293,10
20/2/24 6:00,0.247,0.283,0.293,10
20/2/24 7:00,0.4,0.458,0.316,10
20/2/24 8:00,0.509,0.583,0.351,10
20/2/24 9:00,0.497,0.569,0.378,10
20/2/24 10:00,0.518,0.593,0.411,10
20/2/24 11:00,0.383,0.439,0.430,10
20/2/24 12:00,0.302,0.346,0.441,10
20/2/24 13:00,0.268,0.307,0.447,10
20/2/24 14:00,0.248,0.284,0.447,10
20/2/24 15:00,0.23,0.263,0.423,10
20/2/24 16:00,0.217,0.248,0.381,10
20/2/24 17:00,0.214,0.245,0.341,10
20/2/24 18:00,0.204,0.234,0.296,10
20/2/24 19:00,0.244,0.279,0.276,10
20/2/24 20:00,0.462,0.529,0.299,10
20/2/24 21:00,1.054,1.207,0.411,10
20/2/24 22:00,1.058,1.211,0.527,10
20/2/24 23:00,0.874,1.001,0.619,10
21/2/24 0:00,0.946,1.083,0.724,10
21/2/24 1:00,0.806,0.923,0.808,10
21/2/24 2:00,0.402,0.460,0.837,10
21/2/24 3:00,0.409,0.468,0.860,10
21/2/24 4:00,0.281,0.322,0.834,10
21/2/24 5:00,0.307,0.352,0.728,10
21/2/24 6:00,0.445,0.510,0.640,10
21/2/24 7:00,0.482,0.552,0.584,10
21/2/24 8:00,0.714,0.818,0.550,10
21/2/24 9:00,0.925,1.059,0.567,10
21/2/24 10:00,0.34,0.389,0.559,10
21/2/24 11:00,0.212,0.243,0.530,10
21/2/24 12:00,0.201,0.230,0.519,10
21/2/24 13:00,0.21,0.240,0.505,10
21/2/24 14:00,0.23,0.263,0.474,10
Ημερομηνία,CO (ppm),CO (mg/m3),"CO (mg/m3)
Κυλιόμενος Μ.Ο
8ώρου","Οριακή τιμή
κυλιόμενου Μ.Ο
8ώρου (mg/m3)"
21/2/24 15:00,0.223,0.255,0.437,10
21/2/24 16:00,0.222,0.254,0.367,10
21/2/24 17:00,0.217,0.248,0.265,10
21/2/24 18:00,0.232,0.266,0.250,10
21/2/24 19:00,0.307,0.352,0.264,10
21/2/24 20:00,0.371,0.425,0.288,10
21/2/24 21:00,0.368,0.421,0.311,10
21/2/24 22:00,0.274,0.314,0.317,10
21/2/24 23:00,0.249,0.285,0.321,10
22/2/24 0:00,0.235,0.269,0.322,10
22/2/24 1:00,0.321,0.368,0.337,10
22/2/24 2:00,0.404,0.463,0.362,10
22/2/24 3:00,0.387,0.443,0.373,10
22/2/24 4:00,0.373,0.427,0.374,10
22/2/24 5:00,0.393,0.450,0.377,10
22/2/24 6:00,0.582,0.666,0.421,10
22/2/24 7:00,0.732,0.838,0.490,10
22/2/24 8:00,0.5,0.573,0.528,10
22/2/24 9:00,0.354,0.405,0.533,10
