COMPONENT PM10 (aerosol), day,Unnamed: 2
20161009 00:00,17.0,1.0
20161010 00:00,16.0,1.0
20161011 00:00,19.0,1.0
20161012 00:00,16.0,1.0
20161013 00:00,12.0,1.0
20161014 00:00,21.0,1.0
20161015 00:00,30.0,1.0
20161016 00:00,32.0,1.0
20161017 00:00,19.0,1.0
20161018 00:00,19.0,1.0
20161019 00:00,14.0,1.0
20161020 00:00,22.0,1.0
20161021 00:00,21.0,1.0
20161022 00:00,22.0,1.0
20161023 00:00,29.0,1.0
20161024 00:00,33.0,1.0
20161025 00:00,33.0,1.0
20161026 00:00,38.0,1.0
20161027 00:00,28.0,1.0
20161028 00:00,14.0,1.0
20161029 00:00,14.0,1.0
20161030 00:00,17.0,1.0
20161031 00:00,17.0,1.0
20161101 00:00,17.0,1.0
20161102 00:00,24.0,1.0
20161103 00:00,29.0,1.0
20161104 00:00,18.0,1.0
20161105 00:00,28.0,1.0
20161106 00:00,29.0,1.0
20161107 00:00,31.0,1.0
20161108 00:00,53.0,1.0
20161109 00:00,20.0,1.0
20161110 00:00,14.0,1.0
20161111 00:00,-9999.0,0.0
20161112 00:00,-9999.0,0.0
20161113 00:00,-9999.0,0.0
20161114 00:00,-9999.0,0.0
20161115 00:00,17.0,1.0
20161116 00:00,21.0,1.0
20161117 00:00,30.0,1.0
20161118 00:00,38.0,1.0
20161119 00:00,37.0,1.0
20161120 00:00,40.0,1.0
20161121 00:00,40.0,1.0
20161122 00:00,28.0,1.0
20161123 00:00,27.0,1.0
20161124 00:00,34.0,1.0
20161125 00:00,39.0,1.0
20161126 00:00,53.0,1.0
20161127 00:00,43.0,1.0
20161128 00:00,26.0,1.0
20161129 00:00,10.0,1.0
20161130 00:00,17.0,1.0
20161201 00:00,16.0,1.0
20161202 00:00,16.0,1.0
20161203 00:00,10.0,1.0
20161204 00:00,16.0,1.0
20161205 00:00,16.0,1.0
20161206 00:00,29.0,1.0
20161207 00:00,23.0,1.0
20161208 00:00,23.0,1.0
20161209 00:00,39.0,1.0
20161210 00:00,20.0,1.0
20161211 00:00,22.0,1.0
20161212 00:00,24.0,1.0
20161213 00:00,16.0,1.0
20161214 00:00,23.0,1.0
20161215 00:00,18.0,1.0
20161216 00:00,21.0,1.0
20161217 00:00,23.0,1.0
20161218 00:00,26.0,1.0
20161219 00:00,34.0,1.0
20161220 00:00,35.0,1.0
20161221 00:00,24.0,1.0
20161222 00:00,26.0,1.0
20161223 00:00,26.0,1.0
20161224 00:00,22.0,1.0
20161225 00:00,22.0,1.0
20161226 00:00,10.0,1.0
20161227 00:00,14.0,1.0
20161228 00:00,14.0,1.0
20161229 00:00,-9999.0,0.0
20161230 00:00,14.0,1.0
20161231 00:00,-9999.0,0.0
